Compound_name,CAS_number,Canonical_SMILES,n_original_records,ODT_min_mg_L,ODT_max_mg_L,log10_ODT_SD,ODT_geometric_mean_mg_L,Final_pT,Structure_type,Chemical_class
Butyl 2-propenoate,141-32-2,CCCCOC(=O)C=C,2,0.0009,0.011,0.0616244802324335,0.01,5,Aliphatic,Ester
Butyl propanoate,590-01-2,CCCCOC(=O)CC,1,0.0335,0.0335,NA,0.0335,4.47495519296315,Aliphatic,Ester
Butyl formate,592-84-7,CCCCOC=O,2,0.8,6,0.618761753297939,2.19,2.65955588515988,Aliphatic,Ester
"2,5-Dimethyl-4-butoxy-3(2H)-furanone",,CCCCOC1=C(OC(C1=O)C)C,1,0.25,0.25,NA,0.25,3.60205999132796,Cyclic,Furan
2-Butoxyethanol,111-76-2,CCCCOCCO,1,0.88,0.88,NA,0.88,3.05551732784983,Aliphatic,Others
"3,6-Dioxa-1-decanol",112-34-5,CCCCOCCOCCO,1,0.8,0.8,NA,0.8,3.09691001300806,Aliphatic,Others
1-Butanethiol,109-79-5,CCCCS,2,0.0011,0.006,0.520966977568165,0.00256,5.59176003468815,Aliphatic,Sulfur-containing
Propylamine,107-10-8,CCCN,2,62.4,90.1,0.11281195820872,74.98,1.12505456391447,Aliphatic,Nitrogen-containing
Tripropylamine,102-69-2,CCCN(CCC)CCC,1,5.14,5.14,NA,5.14,2.28903688100472,Aliphatic,Nitrogen-containing
Ethylpropylamine,20193-20-8,CCCNCC,1,17.4,17.4,NA,17.4,1.7594507517174,Aliphatic,Nitrogen-containing
Dipropylamine,142-84-7,CCCNCCC,2,22.4,24.8,0.0312567095014124,23.56,1.62782471388494,Aliphatic,Nitrogen-containing
1-Propanol,71-23-8,CCCO,9,6.08,67,NA,20.71,1.68381990110655,Aliphatic,Alcohol
Propyl acetate,109-60-4,CCCOC(=O)C,1,2,2,0.408677710625013,2,2.69897000433602,Aliphatic,Ester
Propyl (E)-2-methyl-2-butenoate,61692-83-9,CCCOC(=O)C(=CC)C,1,0.012,0.012,NA,0.012,4.92081875395237,Aliphatic,Ester
Propyl 2-methylpropanoate,644-49-5,CCCOC(=O)C(C)C,1,0.000258,0.000258,NA,0.000258,6.58838029403677,Aliphatic,Ester
Propyl 2-methylbutanoate,37064-20-3,CCCOC(=O)C(C)CC,2,0.0002,0.0002582,0.0784366981181276,0.00023,6.63827216398241,Aliphatic,Ester
Propyl propanoate,106-36-5,CCCOC(=O)CC,1,0.057,0.057,NA,0.057,4.24412514432751,Aliphatic,Ester
1-Propanethiol,107-03-9,CCCS,1,0.0031,0.0031,NA,0.0031,5.50863830616573,Aliphatic,Sulfur-containing
2-(Propylthio)ethanal,,CCCSCC=O,1,7e-5,7e-5,NA,7e-5,7.15490195998574,Aliphatic,Aldehyde
Ethylamine,75-04-7,CCN,2,10,95.1,0.691678076751008,38.84,1.41072077876403,Aliphatic,Nitrogen-containing
Triethylamine,121-44-8,CCN(CC)CC,1,2.21,2.21,NA,2.21,2.65560772631489,Aliphatic,Nitrogen-containing
N-Ethylmethylamine,624-78-2,CCNC,1,9.02,9.02,NA,9.02,2.04479346245806,Aliphatic,Nitrogen-containing
Diethylamine,109-89-7,CCNCC,2,12.1,21.2,0.172216203473269,16.02,1.79533748825178,Aliphatic,Nitrogen-containing
Ethanol,64-17-5,CCO,12,3.63,1150,0.927186947806767,97.57,1.01068369501005,Aliphatic,Alcohol
Ethyl acetate,141-78-6,CCOC(=O)C,2,3,3.28,0.0274022184647901,3.14,2.50307035192679,Aliphatic,Ester
Ethyl 2-methyl-2-propenoate,97-63-2,CCOC(=O)C(=C)C,1,0.026,0.026,NA,0.026,4.58502665202918,Aliphatic,Ester
Ethyl (Z)-2-methyl-2-butenoate,16509-44-7,CCOC(=O)C(=CC)C,1,6e-5,6e-5,NA,6e-5,7.22184874961636,Aliphatic,Ester
"Ethyl 3-(3,4-dimethylphenyl)-3-methyl-2,3-epoxypropanoate",3938-95-2,CCOC(=O)C(C)(C)C,1,0.0002,0.0002,NA,0.0002,6.69897000433602,Aliphatic,Ester
Ethyl 2-methylpropanoate,97-62-1,CCOC(=O)C(C)C,1,0.0026,0.0026,NA,0.0026,5.58502665202918,Aliphatic,Ester
"Ethyl 2-methyl-3,4-pentadienoate",60523-21-9,CCOC(=O)C(C)C=C=C,1,5e-5,5e-5,NA,5e-5,7.30102999566398,Aliphatic,Ester
Ethyl 2-methyl-4-pentenoate,53399-81-8,CCOC(=O)C(C)CC=C,1,1e-5,1e-5,NA,1e-5,8,Aliphatic,Ester
Ethyl 2-hydroxypropanoate,97-64-3,CCOC(=O)C(C)O,1,150,150,NA,150,0.823908740944319,Aliphatic,Ester
Ethyl 2-mercaptopropanoate,19788-49-9,CCOC(=O)C(C)S,1,0.001,0.001,NA,0.001,6,Aliphatic,Ester
Ethyl cinnamate,103-36-6,CCOC(=O)C=CC1=CC=CC=C1,1,0.016,0.016,NA,0.016,4.79588001734407,Cyclic,BenzeneDerivatives
"Ethyl 3-methyl-3-phenyl-2,3-epoxypropanoate",77-83-8,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,1,1,1,NA,1,3,Cyclic,Polycyclic
"Ethyl 3-phenyl-2,3-epoxypropanoate",121-39-1,CCOC(=O)C1C(O1)C2=CC=CC=C2,1,8.5,8.5,NA,8.5,2.07058107428571,Cyclic,Polycyclic
Ethyl 3-cyclohexenecarboxylate,15111-56-5,CCOC(=O)C1CCC=CC1,1,3e-6,3e-6,NA,3e-6,8.52287874528034,Cyclic,Ester
Ethyl cyclobutanecarboxylate,14924-53-9,CCOC(=O)C1CCC1,1,1e-5,1e-5,NA,1e-5,8,Cyclic,Ester
Ethyl cyclopentanecarboxylate,5453-85-0,CCOC(=O)C1CCCC1,1,1e-6,1e-6,NA,1e-6,9,Cyclic,Ester
Ethyl cyclohexanecarboxylate,3289-28-9,CCOC(=O)C1CCCCC1,1,1e-6,1e-6,NA,1e-6,9,Cyclic,Ester
Ethyl cycloheptanecarboxylate,32777-26-7,CCOC(=O)C1CCCCCC1,1,2e-6,2e-6,NA,2e-6,8.69897000433602,Cyclic,Ester
Ethyl cyclooctanecarboxylate,,CCOC(=O)C1CCCCCCC1,1,4e-6,4e-6,NA,4e-6,8.39794000867204,Cyclic,Ester
Ethyl 3-methyl-3-butenoate,1617-19-2,CCOC(=O)CC(=C)C,1,0.00022,0.00022,NA,0.00022,6.65757731917779,Aliphatic,Ester
Ethyl acetoacetate,141-97-9,CCOC(=O)CC(=O)C,1,0.52,0.52,NA,0.52,3.2839966563652,Aliphatic,Ester
"Ethyl 3,3-dimethylbutanoate",,CCOC(=O)CC(C)(C)C,1,3e-6,3e-6,NA,3e-6,8.52287874528034,Aliphatic,Ester
3-Methylethyl butanoate,108-64-5,CCOC(=O)CC(C)C,10,1e-5,0.0002605,0.564558857699794,5.20157773230926e-5,7.28386490703664,Aliphatic,Ester
Ethyl 3-hydroxybutanoate,5405-41-4,CCOC(=O)CC(C)O,1,2.5,2.5,NA,2.5,2.60205999132796,Aliphatic,Ester
Ethyl cyclohexylacetate,5452-75-5,CCOC(=O)CC1CCCCC1,1,2e-5,2e-5,NA,2e-5,7.69897000433602,Cyclic,Ester
Ethyl 4-methyl-4-pentenoate,4911-54-0,CCOC(=O)CCC(=C)C,1,3e-5,3e-5,NA,3e-5,7.52287874528034,Aliphatic,Ester
Ethyl 4-methylpentanoate,25415-67-2,CCOC(=O)CCC(C)C,2,0.00087,0.0043,0.4906961872127,0.00193,5.71444269099223,Aliphatic,Ester
Ethyl 4-hydroxybutanoate,999-10-0,CCOC(=O)CCCO,1,45,45,NA,45,1.34678748622466,Aliphatic,Ester
Ethyl 4-(methylthio)butanoate,22014-48-8,CCOC(=O)CCCSC,2,0.0087,0.044,0.497756097520622,0.02,4.69897000433602,Aliphatic,Ester
Ethyl 3-(methylthio)propanoate,13327-56-5,CCOC(=O)CCSC,2,0.007,0.00845,0.0578121092250322,0.00769,5.11407366019857,Aliphatic,Ester
Ethyl 2-(methylthio)acetate,4455-13-4,CCOC(=O)CSC,1,0.025,0.025,NA,0.025,4.60205999132796,Aliphatic,Ester
Ethyl formate,109-94-4,CCOC=O,1,50,50,NA,50,1.30102999566398,Aliphatic,Ester
trans-2-Ethoxy-5-(1-propenyl)phenol,94-86-0,CCOC1=C(C=C(C=C1)C=CC)O,1,0.16,0.16,NA,0.16,3.79588001734407,Cyclic,BenzeneDerivatives
3-Ethoxy-4-hydroxybenzaldehyde,121-32-4,CCOC1=C(C=CC(=C1)C=O)O,1,1,1,NA,1,3,Cyclic,BenzeneDerivatives
2-Ethoxy-6-methylpyrazine,53163-97-6,CCOC1=NC(=CN=C1)C,1,0.005,0.005,NA,0.005,5.30102999566398,Cyclic,Pyrazine
2-Ethoxy-3-methylpyrazine,32737-14-7,CCOC1=NC=CN=C1C,1,0.0008,0.0008,NA,0.0008,6.09691001300806,Cyclic,Pyrazine
2-Ethoxyethanol,110-80-5,CCOCCO,4,23.5,525,0.564025570917061,132.523,0.877708741302766,Aliphatic,Others
2-Ethoxyethyl acetate,111-15-9,CCOCCOC(=O)C,1,27.5,27.5,NA,27.5,1.56066730616974,Aliphatic,Ester
"3,6-Dioxa-1-octanol",111-90-0,CCOCCOCCO,1,1.6,1.6,NA,1.6,2.79588001734407,Aliphatic,Others
O-Ethyl O-4-nitrophenyl phenylphosphonothioate,2104-64-5,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],1,0.018,0.018,NA,0.018,4.74472749489669,Cyclic,Polycyclic
"O,O-Diethyl O-(4-nitrophenyl)phosphorothioate",56-38-2,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1,0.04,0.04,NA,0.04,4.39794000867204,Cyclic,BenzeneDerivatives
"O,O-Diethyl O-(3-chloro-4-methyl-7-coumarinyl)phosphorothioate",56-72-4,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,1,0.02,0.02,NA,0.02,4.69897000433602,Cyclic,Polycyclic
"O,O-Diethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate",2921-88-2,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1,0.0012,0.0012,NA,0.0012,5.92081875395237,Cyclic,Others
Ethanethiol,75-08-1,CCS,1,0.002,0.002,NA,0.002,5.69897000433602,Aliphatic,Sulfur-containing
"2-(Ethylthio)-3,6-dimethylpyrazine",59021-09-9,CCSC1=NC(=CN=C1C)C,1,0.021,0.021,NA,0.021,4.67778070526608,Cyclic,Pyrazine
(Ethylthio)ethane,352-93-2,CCSCC,1,0.0048,0.0048,NA,0.0048,5.31875876262441,Aliphatic,Sulfur-containing
Ethyldithioethane,110-81-6,CCSSCC,1,1.5e-5,1.5e-5,NA,1.5e-5,7.82390874094432,Aliphatic,Sulfur-containing
Chlorine,7782-50-5,ClCl,1,0.3,0.3,NA,0.3,3.52287874528034,Aliphatic,Others
Methylamine,74-89-5,CN,1,47.6,47.6,NA,47.6,1.32239304727951,Aliphatic,Nitrogen-containing
Trimethylamine,75-50-3,CN(C)C,1,4.059,4.059,NA,4.059,2.39158094868271,Aliphatic,Nitrogen-containing
"N’-(3,4-Dichlorophenyl)-N,N-Dimethylurea",330-54-1,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,1,1,1,NA,1,3,Cyclic,BenzeneDerivatives
"N’-(4-Chlorophenyl)-N,N-Dimethylurea",150-68-5,CN(C)C(=O)NC1=CC=C(C=C1)Cl,1,5,5,NA,5,2.30102999566398,Cyclic,BenzeneDerivatives
Methyl isothiocyanate,556-61-6,CN=C=S,1,12.6,12.6,NA,12.6,1.89962945488244,Aliphatic,Others
(R)-(+)-3-(1-Methyl-2-pyrrolidinyl)pyridine,,CN1CCC[C@@H]1C2=CN=CC=C2,1,71,71,NA,71,1.14874165128092,Cyclic,Polycyclic
(S)-(-)-3-(1-Methyl-2-pyrrolidinyl)pyridine,54-11-5,CN1CCCC1C2=CN=CC=C2,3,119,1235,0.568995990135972,272,0.565431095965801,Cyclic,Polycyclic
N-Methylpiperidine,626-67-5,CN1CCCCC1,1,1.17,1.17,NA,1.17,2.93181413825384,Cyclic,Others
Dimethylamine,124-40-3,CNC,4,17.6,34.4,0.128453663812942,25.5,1.59345981956604,Aliphatic,Nitrogen-containing
1-Naphthyl N-methylcarbamate,63-25-2,CNC(=O)OC1=CC=CC2=CC=CC=C21,1,0.28,0.28,NA,0.28,3.55284196865778,Cyclic,Polycyclic
Methyl N-methyl anthranilate,85-91-6,CNC1=CC=CC=C1C(=O)OC,1,0.349,0.349,NA,0.349,3.45717457304082,Cyclic,BenzeneDerivatives
Methanol,67-56-1,CO,7,10,2000,0.928401990678241,119,0.924453038607469,Aliphatic,Alcohol
"Methyl 3-phenyl-2,3-epoxypropanoate",,COC(=O)[C@H]1[C@H](O1)C2=CC=CC=C2,1,15,15,NA,15,1.82390874094432,Cyclic,Polycyclic
Methyl 3-hydroxybenzoate,19438-10-9,COC(=O)C1=CC(=CC=C1)O,1,2,2,NA,2,2.69897000433602,Cyclic,BenzeneDerivatives
Methyl 4-hydroxybenzoate,99-76-3,COC(=O)C1=CC=C(C=C1)O,1,2.6,2.6,NA,2.6,2.58502665202918,Cyclic,BenzeneDerivatives
Methyl benzoate,93-58-3,COC(=O)C1=CC=CC=C1,1,0.006601,0.006601,NA,0.006601,5.18039026724841,Cyclic,BenzeneDerivatives
"trans-Methyl 3-phenyl-2,3-epoxypropanoate",19190-80-8,COC(=O)C1C(O1)C2=CC=CC=C2,2,17,59,0.382122689699749,31.67,1.49935193662809,Cyclic,Polycyclic
Methyl formate,107-31-3,COC=O,1,340,340,NA,340,0.468521082957745,Aliphatic,Ester
"2,3-Dichloro-4-hydroxy-5-methoxybenzaldehyde",18268-69-4,COC1=C(C(=C(C(=C1)C=O)Cl)Cl)O,1,7.5,7.5,NA,7.5,2.1249387366083,Cyclic,BenzeneDerivatives
Pentabromoanisole,1825-26-9,COC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,1,4.3e-5,4.3e-5,NA,4.3e-5,7.36653154442041,Cyclic,BenzeneDerivatives
Pentachloroanisole,1825-21-4,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,4,0.00024,0.004,0.645319901040085,0.0011,5.95860731484177,Cyclic,BenzeneDerivatives
2-Methoxytetrachlorophenol,2539-17-5,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,1,0.88,0.88,NA,0.88,3.05551732784983,Cyclic,BenzeneDerivatives
"2,3,4-Trichloroanisole",54135-80-7,COC1=C(C(=C(C=C1)Cl)Cl)Cl,1,1.1e-6,1.1e-6,NA,1.1e-6,8.95860731484177,Cyclic,BenzeneDerivatives
"2,3,4,6-Tetrachloroanisole",938-22-7,COC1=C(C(=C(C=C1Cl)Cl)Cl)Cl,3,1.1e-6,4e-6,0.32370142014292,2.60118289370277e-6,8.58482911072862,Cyclic,BenzeneDerivatives
5-Chloro-4-hydroxy-3-methoxybenzaldehyde,19463-48-0,COC1=C(C(=CC(=C1)C=O)Cl)O,1,3.8,3.8,NA,3.8,2.42021640338319,Cyclic,BenzeneDerivatives
"4,6-Dichloro-2-methoxyphenol",16766-31-7,COC1=C(C(=CC(=C1)Cl)Cl)O,1,0.0115,0.0115,NA,0.0115,4.93930215964639,Cyclic,BenzeneDerivatives
"2,6-Dimethoxyphenol",91-10-1,COC1=C(C(=CC=C1)OC)O,1,1.85,1.85,NA,1.85,2.73282827159699,Cyclic,BenzeneDerivatives
"4-Allyl-1,2-dimethoxybenzene",93-15-2,COC1=C(C=C(C=C1)CC=C)OC,5,0.068,8.5,0.879773388438065,0.48,3.31875876262441,Cyclic,BenzeneDerivatives
"2,4-Dichloroanisole",553-82-2,COC1=C(C=C(C=C1)Cl)Cl,3,0.0004,0.0019,0.365935971365273,0.00072,6.14266750356873,Cyclic,BenzeneDerivatives
"2,4,6-Tribromoanisole",607-99-8,COC1=C(C=C(C=C1Br)Br)Br,1,3e-6,3e-6,NA,3e-6,8.52287874528034,Cyclic,BenzeneDerivatives
"2,4,6-Trichloroanisole",87-40-1,COC1=C(C=C(C=C1Cl)Cl)Cl,1,4.6e-6,4.6e-6,NA,4.6e-6,8.33724216831843,Cyclic,BenzeneDerivatives
Methyl 4-hydroxy-3-methoxybenzoate,3943-74-6,COC1=C(C=CC(=C1)C(=O)OC)O,1,0.79,0.79,NA,0.79,3.10237290870956,Cyclic,BenzeneDerivatives
4-Ethenyl-2-methoxyphenol,7786-61-0,COC1=C(C=CC(=C1)C=C)O,1,0.1,0.1,NA,0.1,4,Cyclic,BenzeneDerivatives
Ferulic acid,1135-24-6,COC1=C(C=CC(=C1)C=CC(=O)O)O,1,62,62,NA,62,1.20760831050175,Cyclic,BenzeneDerivatives
Vanillin,121-33-5,COC1=C(C=CC(=C1)C=O)O,1,4,4,NA,4,2.39794000867204,Cyclic,BenzeneDerivatives
4-Allyl-2-methoxyphenol,97-53-0,COC1=C(C=CC(=C1)CC=C)O,2,0.04,0.06,0.124515323385949,0.049,4.30980391997149,Cyclic,BenzeneDerivatives
4-Chloro-2-methoxyphenol,16766-30-6,COC1=C(C=CC(=C1)Cl)O,1,0.0042,0.0042,NA,0.0042,5.3767507096021,Cyclic,BenzeneDerivatives
"2,3,6-Tribromoanisole",,COC1=C(C=CC(=C1Br)Br)Br,1,1.05e-5,1.05e-5,NA,1.05e-5,7.97881070093006,Cyclic,BenzeneDerivatives
"2,6-Dibromo-3-chloroanisole",,COC1=C(C=CC(=C1Br)Cl)Br,1,2e-6,2e-6,NA,2e-6,8.69897000433602,Cyclic,BenzeneDerivatives
"2,3,6-Trichloroanisole",50375-10-5,COC1=C(C=CC(=C1Cl)Cl)Cl,1,5e-6,5e-6,NA,5e-6,8.30102999566398,Cyclic,BenzeneDerivatives
"2,6-Dichloroanisole",1984-65-2,COC1=C(C=CC=C1Cl)Cl,1,4e-5,4e-5,NA,4e-5,7.39794000867204,Cyclic,BenzeneDerivatives
"4,5-Dichloro-2-methoxyphenol",2460-49-3,COC1=CC(=C(C=C1O)Cl)Cl,1,0.0025,0.0025,NA,0.0025,5.60205999132796,Cyclic,BenzeneDerivatives
"4-Hydroxy-3,5-dimethoxybenzaldehyde",134-96-3,COC1=CC(=CC(=C1O)OC)C=O,1,1.9,1.9,NA,1.9,2.72124639904717,Cyclic,BenzeneDerivatives
"4-Allyl-2,6-dimethoxyphenol",6627-88-9,COC1=CC(=CC(=C1O)OC)CC=C,1,1.2,1.2,NA,1.2,2.92081875395238,Cyclic,BenzeneDerivatives
"5-Allyl-1-methoxy-2,3-(methylenedioxy)benzene",607-91-0,COC1=CC(=CC2=C1OCO2)CC=C,6,0.025,0.088,0.26417298555557,0.04,4.39794000867204,Cyclic,Polycyclic
4-Methoxybenzaldehyde,123-11-5,COC1=CC=C(C=C1)C=O,7,0.027,0.047,0.113402582267169,0.038,4.42021640338319,Cyclic,BenzeneDerivatives
1-Allyl-4-methoxybenzene,140-67-0,COC1=CC=C(C=C1)CC=C,6,0.006,0.035,0.243220388219801,0.0155,4.80966830182971,Cyclic,BenzeneDerivatives
4-Chloroanisole,623-12-1,COC1=CC=C(C=C1)Cl,1,0.02,0.02,NA,0.02,4.69897000433602,Cyclic,BenzeneDerivatives
Methoxybenzene,100-66-3,COC1=CC=CC=C1,6,0.05,0.21,0.238441539445264,0.1496,3.82506840647156,Cyclic,BenzeneDerivatives
Methoxypyrazine,3149-28-8,COC1=NC=CN=C1,3,0.4,0.7,0.140318082832353,0.58,3.23657200643706,Cyclic,Pyrazine
2-Methoxyethanol,109-86-4,COCCO,1,100,100,NA,100,1,Aliphatic,Others
Methyl thiocyanate,556-64-9,CSC#N,1,10,10,NA,10,2,Aliphatic,Others
2-(Methylthio)benzothiazole,615-22-5,CSC1=NC2=CC=CC=C2S1,2,0.005,0.0075,0.124515323385949,0.00612,5.21324857785444,Cyclic,Polycyclic
Methional,3268-49-3,CSCCC=O,1,0.0002,0.0002,NA,0.0002,6.69897000433602,Aliphatic,Aldehyde
3-(Methylthio)-1-propanol,505-10-2,CSCCCO,1,0.4,0.4,NA,0.4,3.39794000867204,Aliphatic,Sulfur-containing
2-(Methylthiomethyl)ethanal,,CSCSCC=O,1,3e-5,3e-5,NA,3e-5,7.52287874528034,Aliphatic,Aldehyde
Methyl(methylthio)dithiomethan,423474-44-2,CSCSSC,1,0.0008,0.0008,NA,0.0008,6.09691001300806,Aliphatic,Sulfur-containing
"2,4,5,7-Tetrathiaoctane",,CSCSSCSC,1,0.0035,0.0035,NA,0.0035,5.45593195564972,Aliphatic,Sulfur-containing
Dimethyl disulphide,624-92-0,CSSC,5,0.0002,0.012,0.695427711910205,0.0051,5.29242982390206,Aliphatic,Sulfur-containing
2-[(Methyldithio)methyl]furan,57500-00-2,CSSCC1=CC=CO1,1,4e-5,4e-5,NA,4e-5,7.39794000867204,Cyclic,Furan
Methyltrithiomethane,3658-80-8,CSSSC,1,6e-5,6e-5,NA,6e-5,7.22184874961636,Aliphatic,Sulfur-containing
Methyltetrathiomethane,5756-24-1,CSSSSC,1,2e-5,2e-5,NA,2e-5,7.69897000433602,Aliphatic,Sulfur-containing
Ammonia,7664-41-7,N,2,23.9,110,0.468808107806264,51.27,1.2901366825596,Aliphatic,Others
Dichloramine,3400-09-7,N(Cl)Cl,1,0.36,0.36,NA,0.36,3.44369749923271,Aliphatic,Nitrogen-containing
4-tert-Pentylanisole,,O(C)C1C=CC(=CC=1)C(C)(C)CC,1,0.031,0.031,NA,0.031,4.50863830616573,Cyclic,BenzeneDerivatives
Sulphur dioxide,7446-09-5,O=S=O,1,75,75,NA,75,1.1249387366083,Aliphatic,Others
3-Hydroxy-4-methyl-5-propyl-2(5H)-furanone,28664-37-1,O1C(C(=C(C)C1CCC)O)=O,1,0.3,0.3,NA,0.3,3.52287874528034,Cyclic,Furan
